City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,timbuktu,16.7735,-3.0074,302.37,9,0,5.14,ML,1699904079
361,slave lake,55.2834,-114.769,274.14,60,100,4.12,CA,1699904080
362,novopavlovsk,43.9622,43.6342,281.82,72,96,4.52,RU,1699904080
363,forster,-32.1667,152.5167,286.64,97,0,2.82,AU,1699903894
364,sarmiento,-45.5882,-69.07,286.63,22,78,16.34,AR,1699904082
365,impfondo,1.6381,18.0667,296.07,97,90,0.64,CG,1699904082
366,mahdia,35.5047,11.0622,294.12,66,0,3.42,TN,1699904083
367,portland,45.5234,-122.6762,286.39,86,75,2.24,US,1699903967
368,kijang,35.2442,129.2139,275.0,45,0,1.92,KR,1699904085
369,padang,-0.9492,100.3543,298.18,91,92,1.36,ID,1699903909
370,tobelo,1.7284,128.0095,299.44,82,85,1.79,ID,1699904086
371,redencao,-4.2258,-38.7306,303.31,50,3,4.46,BR,1699904086
372,zhigalovo,54.8097,105.1578,265.28,91,100,0.98,RU,1699904087
373,maridi,4.9158,29.4742,294.0,96,100,3.01,SS,1699904087
374,ar ruways,24.1103,52.7306,300.26,58,100,4.04,AE,1699904088
375,tataouine,32.9297,10.4518,290.39,72,0,1.52,TN,1699904089
376,aykhal,66.0,111.5,262.97,95,100,5.07,RU,1699904089
377,sao gabriel da cachoeira,-0.1303,-67.0892,302.04,84,75,1.54,BR,1699904090
378,cozumel,20.5083,-86.9458,302.19,94,75,3.6,MX,1699904090
379,grand falls-windsor,48.9332,-55.6649,273.99,73,100,1.79,CA,1699904091
380,barra de santo antonio,-9.4047,-35.5072,301.75,71,10,4.7,BR,1699904091
381,meulaboh,4.1363,96.1285,297.96,91,100,1.03,ID,1699904092
382,guiuan,11.0333,125.7247,301.37,80,100,4.9,PH,1699904092
383,colares,38.7992,-9.4469,291.67,89,13,4.02,PT,1699904093
384,la passe,45.5549,-0.8967,290.38,91,100,8.5,FR,1699904093
385,karratha,-20.7377,116.8463,294.93,65,57,6.28,AU,1699904094
386,bengkulu,-3.8004,102.2655,297.15,94,53,1.27,ID,1699904094
387,palikir - national government center,6.9248,158.1611,295.56,100,100,1.54,FM,1699904095
388,freetown,8.484,-13.2299,300.19,82,56,1.83,SL,1699904095
389,cidade velha,14.9167,-23.6167,301.41,47,0,5.66,CV,1699904096
390,qarazhal,48.0078,70.7903,275.69,79,7,2.82,KZ,1699904096
391,pacific grove,36.6177,-121.9166,291.14,78,40,2.06,US,1699904097
392,sabang,5.8933,95.3214,300.16,82,100,6.55,ID,1699904097
393,grantsville,40.5999,-112.4644,291.24,46,100,5.0,US,1699904098
394,luderitz,-26.6481,15.1594,293.83,49,0,5.48,NA,1699904098
395,auki,-8.7676,160.7034,298.5,86,65,1.5,SB,1699904099
396,sao vicente,-23.9631,-46.3919,314.41,62,40,3.13,BR,1699904100
397,la sarre,48.8002,-79.1996,274.02,100,100,3.24,CA,1699903981
398,aoulef,26.9667,1.0833,297.71,16,0,4.84,DZ,1699904101
399,bayanhongor,46.7167,100.1167,257.98,72,54,1.12,MN,1699904102
400,abepura,-2.6333,140.5833,298.6,94,20,1.54,ID,1699904103
401,taghazout,30.5426,-9.7112,298.58,28,0,3.74,MA,1699904103
402,port alfred,-33.5906,26.891,288.25,91,100,0.89,ZA,1699904104
403,say,13.1007,2.3689,305.46,13,5,3.97,NE,1699904105
404,al miqdadiyah,33.9786,44.9369,296.31,32,1,1.82,IQ,1699904106
405,bamboo flat,11.7,92.7167,301.2,78,75,3.09,IN,1699904107
406,nyaungdon,17.0333,95.65,297.49,88,36,2.4,MM,1699904107
407,nadym,65.5333,72.5167,255.41,99,15,3.04,RU,1699904108
408,veinticinco de mayo,-35.4323,-60.1727,292.58,44,97,1.34,AR,1699904109
409,paciran,-6.8767,112.3761,300.06,82,61,1.96,ID,1699904109
410,tongouson,5.0214,120.1328,300.57,77,35,1.89,PH,1699904110
411,scottburgh,-30.2867,30.7532,290.66,85,100,5.76,ZA,1699904111
412,arteche,12.2645,125.4048,299.67,89,100,5.74,PH,1699904112
413,quellon,-43.1167,-73.6167,282.73,55,83,6.56,CL,1699904112
414,talcahuano,-36.7167,-73.1167,286.97,62,20,9.26,CL,1699904113
415,fisterra,42.9049,-9.2629,292.05,97,100,11.19,ES,1699904113
416,paita,-5.0892,-81.1144,296.72,72,8,8.63,PE,1699904114
417,lodja,-3.4833,23.4333,294.05,98,43,0.41,CD,1699904115
418,sola,-13.8833,167.55,299.06,77,98,10.62,VU,1699904115
419,walvis bay,-22.9575,14.5053,288.68,88,6,2.57,NA,1699904116
420,antofagasta,-23.65,-70.4,291.75,67,14,5.53,CL,1699904116
421,sovetskaya gavan',48.9723,140.2878,264.32,81,74,3.86,RU,1699904117
422,alliance,40.9153,-81.1059,287.97,50,0,6.26,US,1699903913
423,ponta delgada,37.7333,-25.6667,293.55,94,75,5.14,PT,1699904119
424,qacha's nek,-30.1154,28.6894,282.32,82,100,2.75,LS,1699904119
425,kenai,60.5544,-151.2583,271.53,98,40,2.06,US,1699904120
426,shindand,33.3029,62.1474,286.55,34,11,1.14,AF,1699904121
427,novoutkinsk,56.993,59.5571,275.29,97,100,4.73,RU,1699904122
428,tshela,-4.9833,12.9333,297.0,99,100,0.69,CD,1699904122
429,linxia chengguanzhen,35.6003,103.2064,275.0,66,0,0.55,CN,1699904123
430,ciudad satelite,19.5167,-99.25,294.72,56,44,3.05,MX,1699904124
431,oltinko'l,40.8011,72.1634,283.4,50,6,0.82,UZ,1699904124
432,ola,59.5833,151.2833,256.95,78,88,5.66,RU,1699904125
433,tazacorte,28.629,-17.9293,298.79,40,20,3.6,ES,1699904126
434,ilhabela,-23.7781,-45.3581,300.33,80,73,1.66,BR,1699904126
435,wysokie mazowieckie,52.9166,22.5171,276.49,80,100,3.18,PL,1699904127
436,mugia,43.1041,-9.2179,292.13,98,100,9.84,ES,1699904128
437,taroudant,30.4703,-8.877,298.37,21,0,1.38,MA,1699904129
438,shingu,33.7333,135.9833,280.14,84,3,3.19,JP,1699904129
439,kyongsong,41.5878,129.6061,275.21,43,0,1.99,KP,1699904130
440,whitby,54.4877,-0.615,283.32,80,100,14.08,GB,1699903971
441,namibe,-15.1961,12.1522,295.55,72,99,4.01,AO,1699904131
442,xining,36.6167,101.7667,272.86,65,0,0.55,CN,1699904132
443,carqueiranne,43.0953,6.073,289.41,88,0,3.09,FR,1699904133
444,broken hill,-31.95,141.4333,291.54,37,100,5.11,AU,1699904134
445,taroa,8.7058,171.2275,300.51,84,100,7.4,MH,1699904135
446,tangalle,6.024,80.7911,298.88,84,99,0.32,LK,1699904136
447,calvinia,-31.4707,19.776,294.46,20,26,5.19,ZA,1699904136
448,arar,30.9753,41.0381,294.16,24,75,3.09,SA,1699904137
449,miles city,46.4083,-105.8406,281.69,53,0,2.57,US,1699903973
450,tanggu,39.0211,117.6469,274.13,42,100,3.79,CN,1699904139
451,udachny,66.4167,112.4,265.07,85,100,3.5,RU,1699904139
452,cururupu,-1.8283,-44.8683,302.07,62,63,2.78,BR,1699904140
453,vilyuchinsk,52.9306,158.4028,270.89,84,100,3.72,RU,1699904141
454,igarka,67.4667,86.5833,262.87,92,99,6.85,RU,1699904142
455,mcminnville,45.2101,-123.1987,285.78,88,75,1.54,US,1699903983
456,san patricio,28.017,-97.5169,290.84,92,100,5.52,US,1699904144
457,holualoa,19.6228,-155.9522,300.12,72,40,1.54,US,1699904144
458,parral,26.9333,-105.6667,285.96,76,100,2.96,MX,1699903997
459,rostovka,55.3842,71.8891,274.25,88,100,2.54,RU,1699904146
460,galesong,-5.3166,119.3661,298.16,79,88,2.3,ID,1699904146
461,robertsonpet,12.9667,78.2833,291.22,94,96,2.65,IN,1699904147
462,zelenoborskiy,66.845,32.3622,262.96,94,69,3.77,RU,1699904147
463,wainwright,52.839,-110.8572,279.3,46,100,4.37,CA,1699904148
464,yasnyy,51.0333,59.8742,278.16,81,100,8.58,RU,1699904148
465,huangshi,30.2042,115.0776,278.98,65,0,0.65,CN,1699904149
466,levuka,50.1834,-105.4011,277.99,51,100,7.25,CA,1699904150
467,tilcara,-23.5776,-65.3509,288.97,57,59,3.35,AR,1699904151
468,tono,39.3167,141.5333,275.98,93,93,4.77,JP,1699904151
469,dalbandin,28.8947,64.4101,290.84,27,9,1.85,PK,1699904152
470,meadow lakes,61.6247,-149.6011,271.4,93,100,1.35,US,1699904152
471,at taj,24.2049,23.2857,293.23,28,0,5.44,LY,1699904153
472,jayapura,-2.5333,140.7,298.81,91,100,2.84,ID,1699904153
473,pisco,-13.7,-76.2167,294.83,78,20,4.63,PE,1699904084
474,bubaque,11.2833,-15.8333,301.73,71,8,5.13,GW,1699904155
475,madang,-5.2246,145.7966,296.75,96,100,2.57,PG,1699904155
476,masvingo,-20.0637,30.8277,293.53,61,6,5.5,ZW,1699904156
477,laguna,38.421,-121.4238,295.17,58,0,1.54,US,1699903910
478,tual,-5.6667,132.75,300.72,76,41,4.0,ID,1699904157
479,lillehammer,61.1146,10.4674,267.1,98,98,0.8,NO,1699904157
480,strathmore,51.0501,-113.3852,288.07,37,100,8.23,CA,1699904157
481,cabanas,22.9758,-82.9219,301.5,69,33,7.19,CU,1699904158
482,port hedland,-20.3167,118.5667,296.18,78,22,5.14,AU,1699904159
483,santiago,-33.4569,-70.6483,297.75,35,0,6.17,CL,1699903892
484,shevchenko,48.5,35.0,280.9,61,100,1.66,UA,1699904160
485,island harbour,50.724,-1.2758,287.0,85,11,3.58,GB,1699904160
486,yei,4.095,30.6779,292.96,97,100,0.63,SS,1699904161
487,valparaiso,-33.0393,-71.6273,295.95,54,0,9.26,CL,1699903935
488,nelson bay,-32.7167,152.15,291.48,89,6,3.58,AU,1699904162
489,rumbek,6.802,29.6912,297.9,76,67,2.07,SS,1699904163
490,mana,5.6592,-53.7767,301.58,73,5,5.19,GF,1699904164
491,palanga,55.9175,21.0686,279.16,75,100,1.54,LT,1699904165
492,lata,40.1629,-8.3327,289.3,93,55,1.31,PT,1699904165
493,trujillo,-8.116,-79.03,294.13,78,20,5.66,PE,1699904166
494,saldanha,-33.0117,17.9442,295.18,68,2,6.55,ZA,1699904167
495,agadez,19.75,10.25,295.89,16,0,2.68,NE,1699904168
496,ulsteinvik,62.3432,5.8487,277.46,77,0,2.24,NO,1699904169
497,elliot lake,46.3834,-82.6331,277.51,81,99,4.85,CA,1699904170
498,pemangkat,1.1667,108.9667,298.89,89,100,1.8,ID,1699904170
499,manokwari,-0.8667,134.0833,298.86,76,98,2.02,ID,1699904171
500,taulaga,-11.0553,-171.0883,302.12,74,89,5.53,AS,1699904172
501,siwa oasis,29.2041,25.5195,295.38,33,0,3.71,EG,1699904173
502,kindia,10.0569,-12.8658,297.1,67,0,0.82,GN,1699904174
503,shenjiamen,29.9576,122.298,286.02,73,98,5.56,CN,1699904174
504,laem sing,12.4816,102.0738,299.01,85,100,2.84,TH,1699904175
505,rudnya,54.947,31.0934,276.26,97,100,6.47,RU,1699904176
506,faizpur,21.1667,75.85,292.97,40,0,2.31,IN,1699904176
507,kavaratti,10.5669,72.642,300.72,71,92,1.36,IN,1699904177
508,berbera,10.4396,45.0143,301.09,70,100,2.15,SO,1699904178
509,suleja,9.1758,7.1808,301.7,54,72,1.9,NG,1699904179
510,qamdo,31.1667,97.2333,267.71,51,0,1.85,CN,1699904180
511,elkins,38.9259,-79.8467,287.75,36,0,6.69,US,1699903950
512,brookings,44.3114,-96.7984,288.92,42,0,6.69,US,1699904181
513,pokhara,28.2333,83.9833,289.5,54,85,2.56,NP,1699904182
514,changping,40.2186,116.2197,267.95,28,99,2.24,CN,1699904183
515,kimberley,-28.7323,24.7623,291.98,19,0,3.09,ZA,1699904183
516,mar del plata,-38.0023,-57.5575,294.17,62,0,7.6,AR,1699904077
517,malango,-2.9627,119.9001,290.5,92,85,1.45,ID,1699904184
518,bayevo,53.2833,80.7667,276.63,94,100,5.43,RU,1699904185
519,tobruk,32.0836,23.9764,295.24,70,2,9.18,LY,1699904186
520,vila franca do campo,37.7167,-25.4333,293.38,99,100,1.42,PT,1699904187
521,hobyo,5.3505,48.5268,299.77,85,58,2.67,SO,1699904188
522,sambava,-14.2667,50.1667,297.09,83,78,1.93,MG,1699904189
523,mil'kovo,55.6078,37.7956,278.88,82,97,6.91,RU,1699904190
524,taksimo,56.3444,114.8794,260.26,86,53,1.13,RU,1699904191
525,gejiu,23.306,103.1635,282.67,98,99,1.69,CN,1699904192
526,coquimbo,-29.9533,-71.3436,292.0,55,0,7.72,CL,1699903968
527,motueka,-41.1333,173.0167,288.8,78,79,1.7,NZ,1699904193
528,port-cartier,50.0334,-66.8654,270.79,78,43,1.83,CA,1699904194
529,la ronge,55.1001,-105.2842,273.29,80,100,2.57,CA,1699904195
530,alcantara,-2.4089,-44.4147,304.26,69,84,5.26,BR,1699904195
531,bonito,-21.1211,-56.4819,313.18,20,4,5.5,BR,1699904196
532,yuzhno-kurilsk,44.0306,145.8556,275.58,80,100,7.37,RU,1699904197
533,al hazm,16.1641,44.7769,296.53,39,38,1.23,YE,1699904198
534,gisborne,-38.6533,178.0042,288.78,44,100,5.04,NZ,1699904199
535,okha,53.5739,142.9478,266.3,82,99,4.13,RU,1699904200
536,san antonio de pale,-1.4014,5.6325,299.7,82,64,4.84,GQ,1699904201
537,bicester,51.9,-1.1536,285.21,89,20,9.26,GB,1699904201
538,rosario do sul,-30.2583,-54.9142,294.1,97,100,3.55,BR,1699904202
539,urucara,-2.5364,-57.76,312.45,24,87,1.06,BR,1699904202
540,willowmore,-33.2926,23.4895,286.34,74,42,8.07,ZA,1699904203
541,whitecourt,54.1502,-115.6855,274.73,51,40,2.06,CA,1699904204
542,jamaame,0.0697,42.745,299.98,83,100,3.42,SO,1699904204
543,shalqar,47.8333,59.6,278.94,78,100,6.73,KZ,1699904205
544,gizo,-8.103,156.8419,300.31,77,100,4.26,SB,1699904206
545,tuy hoa,13.0833,109.3,298.4,92,100,4.03,VN,1699904206
546,margate,51.3813,1.3862,285.87,77,0,8.05,GB,1699904037
547,megion,61.0296,76.1136,265.16,94,55,2.51,RU,1699904208
